iter	Logloss
186	0.2154990221
187	0.2154861371
188	0.2154814904
189	0.2154643598
190	0.2154550664
191	0.2154331909
192	0.2154184435
193	0.2154097194
194	0.2153857555
195	0.2153815884
196	0.2153699398
197	0.215347824
198	0.2153380673
199	0.2153247749
200	0.215293265
201	0.2152883305
202	0.2152796924
203	0.2152694561
204	0.2152532185
205	0.215240308
206	0.2152267378
207	0.21522497
208	0.2152121713
209	0.2152046055
210	0.2151900073
211	0.2151773783
212	0.2151678635
213	0.2151575212
214	0.2151509218
215	0.2151430638
216	0.2151313273
217	0.2151232806
218	0.2150999026
219	0.2150891773
220	0.2150837532
221	0.2150772363
222	0.2150711535
223	0.2150644409
224	0.2150528816
225	0.2150445526
226	0.2150212781
227	0.2150046959
228	0.2149826503
229	0.2149737048
230	0.2149712303
231	0.2149612402
232	0.2149549624
233	0.2149508962
234	0.2149381159
235	0.2149341188
236	0.2149184094
237	0.2149033977
238	0.2148962322
239	0.2148795232
240	0.2148656236
241	0.2148587608
242	0.2148422403
243	0.2148367846
244	0.214819415
245	0.2147959965
246	0.2147851178
247	0.2147788637
248	0.21477276
249	0.2147517845
250	0.2147424625
251	0.2147281433
252	0.2147170743
253	0.2147104796
254	0.2147047045
255	0.2146965277
256	0.2146852739
257	0.2146638143
258	0.2146572043
259	0.2146514007
260	0.2146477817
261	0.2146400415
262	0.2146348246
263	0.2146212767
264	0.2146156524
265	0.2146099256
266	0.2145865606
267	0.2145822963
268	0.2145742005
269	0.2145601253
270	0.2145534723
271	0.2145406622
272	0.2145316035
273	0.2145214554
274	0.214508778
275	0.2145005555
276	0.2144969119
277	0.2144895016
278	0.2144739647
279	0.2144640417
280	0.2144626231
281	0.2144541503
282	0.2144466763
283	0.2144378542
284	0.2144343991
285	0.2144259426
286	0.2144180026
287	0.2144158763
288	0.2144066543
289	0.21439182
290	0.2143743992
291	0.2143686884
292	0.2143631661
293	0.2143545781
294	0.2143359465
295	0.2143264194
296	0.2143158261
297	0.2143122348
298	0.2143101524
299	0.2143023093
300	0.2142923389
301	0.214272127
302	0.2142666622
303	0.2142529574
304	0.2142480135
305	0.2142351161
306	0.2142283512
307	0.2142217832
308	0.2142150407
309	0.2142060264
310	0.2142005523
311	0.214193105
312	0.2141870855
313	0.2141733219
314	0.214166175
315	0.2141550322
316	0.2141475413
317	0.2141428111
318	0.2141389517
319	0.2141275709
320	0.2141166831
321	0.2141096742
322	0.2141011785
323	0.2140870863
324	0.214081158
325	0.2140795966
326	0.2140626896
327	0.2140548541
328	0.2140469976
329	0.2140376121
330	0.2140158611
331	0.2140032085
332	0.213996368
333	0.2139885088
334	0.2139802915
335	0.2139737363
336	0.2139612683
337	0.2139581109
338	0.2139446703
339	0.213938827
340	0.2139245205
341	0.2139168821
342	0.2139109324
343	0.2139023609
344	0.2138987857
345	0.2138903816
346	0.2138816439
347	0.2138707024
348	0.2138650492
349	0.2138532762
350	0.2138492575
351	0.2138439204
352	0.2138279873
353	0.2137993195
354	0.2137795629
355	0.2137747792
356	0.2137644511
357	0.2137560334
358	0.213750663
359	0.2137418659
360	0.2137296144
361	0.21372199
362	0.2137180203
363	0.2137041877
364	0.2136968895
365	0.2136833273
366	0.2136784058
367	0.213673528
368	0.213662863
369	0.213656529
370	0.2136527873
371	0.2136423481
372	0.213635262
373	0.2136285872
374	0.2136202848
375	0.2136140731
376	0.2135960073
377	0.2135864289
378	0.2135681761
379	0.2135614044
380	0.2135572571
381	0.2135463975
382	0.2135344257
383	0.213528417
384	0.2135098471
385	0.2135027176
386	0.2134992054
387	0.2134891797
388	0.2134854273
389	0.2134738655
390	0.213466864
391	0.2134616502
392	0.2134476517
393	0.2134346487
394	0.2134262623
395	0.2134150525
396	0.2134127045
397	0.2134014333
398	0.2133970573
399	0.2133905484
400	0.213377993
401	0.2133723685
402	0.2133636857
403	0.2133587426
404	0.2133494436
405	0.2133437929
406	0.213329732
407	0.2133294769
408	0.2133191402
409	0.2133088263
410	0.2133009258
411	0.2132945643
412	0.213289058
413	0.2132830107
414	0.2132707174
415	0.21326482
416	0.2132562102
417	0.2132503785
418	0.21324119
419	0.2132364983
420	0.2132310994
421	0.2132249556
422	0.2132209361
423	0.2132169286
424	0.213205163
425	0.213201476
426	0.2131963132
427	0.2131839204
428	0.2131772692
429	0.2131649902
430	0.2131612432
431	0.2131555485
432	0.2131496233
433	0.2131440685
434	0.2131314962
435	0.2131240789
436	0.2131118406
437	0.2131038558
438	0.2130987022
439	0.213092366
440	0.2130905089
441	0.2130900953
442	0.2130890176
443	0.2130750803
444	0.2130652994
445	0.2130531212
446	0.2130525116
447	0.2130441061
448	0.2130358143
449	0.2130344084
450	0.2130212801
451	0.2129954914
452	0.21298864
453	0.2129747234
454	0.2129607387
455	0.2129551953
456	0.2129476622
457	0.2129360286
458	0.2129298095
459	0.2129233332
460	0.2129156561
461	0.2129111134
462	0.2129053731
463	0.2129038378
464	0.2128959954
465	0.2128943081
466	0.2128821779
467	0.2128737526
468	0.2128623323
469	0.2128569872
470	0.2128567884
471	0.2128544447
472	0.2128462452
473	0.2128456793
474	0.2128347739
475	0.2128291933
476	0.2128249942
477	0.2128200998
478	0.2128146642
479	0.2128075637
480	0.2128015354
481	0.2127954146
482	0.2127864687
483	0.2127785922
484	0.2127784723
485	0.2127681839
486	0.2127606949
487	0.2127578809
488	0.2127490914
489	0.2127420632
490	0.2127363363
491	0.2127220288
492	0.21271462
493	0.2127077076
494	0.2127047664
495	0.2127045128
496	0.2126987292
497	0.2126944609
498	0.2126942296
499	0.2126939308
500	0.2126854995
501	0.2126851246
502	0.2126767133
503	0.2126708305
504	0.2126601663
505	0.2126598254
506	0.2126595256
507	0.2126593074
508	0.2126479703
509	0.2126474012
510	0.2126430617
511	0.2126375694
512	0.2126303364
513	0.212629906
514	0.2126256599
515	0.2126199728
516	0.2126130996
517	0.2126033814
518	0.2125975433
519	0.212588884
520	0.2125827016
521	0.2125757065
522	0.2125679357
523	0.2125503529
524	0.2125404953
525	0.2125345657
526	0.2125204754
527	0.2125133367
528	0.2124919173
529	0.2124729031
530	0.2124659579
531	0.2124610642
532	0.2124581631
533	0.2124402189
534	0.2124244789
535	0.2124239179
536	0.2124161076
537	0.2124066767
538	0.2124035102
539	0.2123945528
540	0.2123798593
541	0.2123784791
542	0.2123739309
543	0.2123736528
544	0.2123661446
545	0.2123659211
546	0.2123656962
547	0.2123653468
548	0.2123492624
549	0.2123490467
550	0.2123394934
551	0.2123349876
552	0.212334773
553	0.2123346146
554	0.2123344279
555	0.2123340524
556	0.212332584
557	0.2123265188
558	0.212317601
559	0.2123088892
560	0.2123086158
561	0.2123042157
562	0.2122967458
563	0.2122868723
564	0.212280495
565	0.2122731924
566	0.2122674016
567	0.2122608132
568	0.212246091
569	0.2122457341
570	0.2122452358
571	0.2122450814
572	0.2122384675
573	0.2122324826
574	0.212232012
575	0.2122318157
576	0.2122269936
577	0.2122151884
578	0.2122062064
579	0.2122001687
580	0.2121947266
581	0.2121904204
582	0.2121840192
583	0.2121774219
584	0.2121772133
585	0.2121731717
586	0.2121729675
587	0.2121726874
588	0.2121658666
589	0.212165545
590	0.2121653523
591	0.2121572742
592	0.212155059
593	0.2121487787
594	0.2121425036
595	0.2121421539
596	0.212132649
597	0.2121273037
598	0.2121142806
599	0.2121067637
600	0.2121029608
601	0.2121026487
602	0.2120978464
603	0.2120930245
604	0.2120875044
605	0.2120871895
606	0.2120862657
607	0.2120859535
608	0.2120857892
609	0.2120773382
610	0.2120672348
611	0.2120539657
612	0.2120477593
613	0.2120406045
614	0.2120345435
615	0.2120343778
616	0.2120311772
617	0.2120238947
618	0.2120234709
619	0.2120109095
620	0.2119961104
621	0.211992527
622	0.2119847635
623	0.2119751116
624	0.211967532
625	0.2119570164
626	0.2119567688
627	0.2119498634
628	0.2119409307
629	0.2119358756
630	0.2119279732
631	0.2119232024
632	0.2119183446
633	0.2119061059
634	0.2119046316
635	0.2118987481
636	0.2118982023
637	0.211893949
638	0.2118896233
639	0.2118843592
640	0.2118803012
641	0.2118695882
642	0.2118636102
643	0.2118566393
644	0.2118428486
645	0.2118340437
646	0.2118283088
647	0.2118172341
648	0.2118024975
649	0.2117987257
650	0.2117868413
651	0.211778107
652	0.2117731865
653	0.2117626433
654	0.2117589193
655	0.2117455448
656	0.2117307657
657	0.211727863
658	0.2117228591
659	0.2117157047
660	0.2117109018
661	0.2117057439
662	0.211694523
663	0.211687724
664	0.2116823223
665	0.2116778696
666	0.2116715648
667	0.2116620834
668	0.2116542507
669	0.2116443064
670	0.2116341074
671	0.2116275566
672	0.211627119
673	0.211626691
674	0.2116048416
675	0.2115956945
676	0.2115833113
677	0.2115784519
678	0.2115685347
679	0.211562197
680	0.2115573839
681	0.2115436548
682	0.2115356439
683	0.2115301567
684	0.2115260718
685	0.2115152189
686	0.2115063759
687	0.211499276
688	0.2114951093
689	0.2114908531
690	0.2114855547
691	0.2114853896
692	0.2114850087
693	0.2114845888
694	0.2114752628
695	0.2114748326
696	0.211474497
697	0.2114585297
698	0.2114582841
699	0.2114581836
700	0.2114506042
701	0.2114458628
702	0.2114399816
703	0.2114336191
704	0.2114257111
705	0.2114254723
706	0.2114251943
707	0.2114248811
708	0.2114177221
709	0.2114172259
710	0.2114168235
711	0.2114048118
712	0.2113964567
713	0.2113906586
714	0.2113905243
715	0.2113878776
716	0.2113829275
717	0.2113765484
718	0.2113764146
719	0.2113697655
720	0.2113649381
721	0.2113546111
722	0.2113517911
723	0.2113451234
724	0.2113391766
725	0.2113317793
726	0.2113267917
727	0.2113265232
728	0.2113193919
729	0.2113051897
730	0.211296925
731	0.2112890157
732	0.2112773396
733	0.2112717139
734	0.2112671179
735	0.2112666411
736	0.2112611222
737	0.2112553161
738	0.211245489
739	0.2112404781
740	0.2112372375
741	0.2112368434
742	0.2112311014
743	0.2112266868
744	0.2112218801
745	0.211213912
746	0.2112090705
747	0.2112013146
748	0.2112010034
749	0.2112006464
750	0.2112005143
751	0.2111994312
752	0.2111992323
753	0.2111886441
754	0.2111843075
755	0.211184055
756	0.2111838276
757	0.2111735941
758	0.2111733866
759	0.2111686458
760	0.2111642578
761	0.2111583249
762	0.2111489766
763	0.2111408628
764	0.2111357733
765	0.2111271152
766	0.2111139187
767	0.2111076493
768	0.2111030241
769	0.2111027544
770	0.2111025094
771	0.211100036
772	0.2110951273
773	0.2110804467
774	0.2110725732
775	0.2110632768
776	0.2110577502
777	0.2110502692
778	0.2110438516
779	0.2110372815
780	0.2110318074
781	0.2110314318
782	0.2110246145
783	0.2110197839
784	0.2110161991
785	0.211009159
786	0.2110050256
787	0.2110012988
788	0.2109871844
789	0.2109869974
790	0.2109862872
791	0.2109804897
792	0.2109725753
793	0.2109629463
794	0.2109528325
795	0.2109473016
796	0.2109412801
797	0.2109352377
798	0.210930166
799	0.2109253017
800	0.2109210615
801	0.2109164494
802	0.2109096569
803	0.2108989924
804	0.2108895093
805	0.2108804629
806	0.210878027
807	0.2108718837
808	0.2108715393
809	0.210866923
810	0.2108627192
811	0.2108495055
812	0.2108437912
813	0.2108435401
814	0.2108389363
815	0.2108185582
816	0.2108183296
817	0.2108142677
818	0.2108048882
819	0.2107978475
820	0.210789555
821	0.2107855711
822	0.2107817105
823	0.210772224
824	0.2107637531
825	0.2107576182
826	0.2107573317
827	0.210751412
828	0.2107512463
829	0.2107463281
830	0.2107420281
831	0.2107378888
832	0.2107292003
833	0.2107289744
834	0.2107230657
835	0.2107228905
836	0.2107222376
837	0.2107183003
838	0.2107101715
839	0.210709893
840	0.2107095836
841	0.2106973027
842	0.2106904916
843	0.210690214
844	0.2106900383
845	0.2106844262
846	0.2106818151
847	0.2106815417
848	0.2106735377
849	0.2106704083
850	0.2106621021
851	0.2106575758
852	0.2106521596
853	0.2106467459
854	0.2106429031
855	0.210638559
856	0.2106335565
857	0.210628754
858	0.2106180111
859	0.2106120553
860	0.2106116429
861	0.2106024001
862	0.2105988272
863	0.2105941104
864	0.210590252
865	0.2105857447
866	0.2105779389
867	0.2105776629
868	0.2105718726
869	0.2105640804
870	0.2105638697
871	0.2105636353
872	0.2105617338
873	0.2105535072
874	0.2105462613
875	0.2105363567
876	0.2105309358
877	0.2105269359
878	0.2105134472
879	0.2105084974
880	0.210504667
881	0.2104983556
882	0.2104919887
883	0.2104916603
884	0.210486856
885	0.2104812892
886	0.2104776536
887	0.2104755372
888	0.2104711305
889	0.2104635721
890	0.2104607234
891	0.2104605417
892	0.2104602808
893	0.2104575501
894	0.2104506608
895	0.2104434822
896	0.2104359698
897	0.210428779
898	0.2104285211
899	0.2104241587
900	0.2104212576
901	0.2104114211
902	0.2104012112
903	0.2104009959
904	0.2103994326
905	0.2103932148
906	0.2103856772
907	0.2103796628
908	0.2103755467
909	0.2103701758
910	0.2103643926
911	0.2103641892
912	0.2103602625
913	0.21035992
914	0.2103532942
915	0.2103447859
916	0.2103446346
917	0.2103444464
918	0.2103387519
919	0.2103386286
920	0.2103384061
921	0.2103320845
922	0.2103284613
923	0.2103281761
924	0.2103229588
925	0.2103146736
926	0.2103046481
927	0.2102975083
928	0.2102900653
929	0.2102772504
930	0.2102727971
931	0.2102725887
932	0.2102723766
933	0.2102698963
934	0.2102696824
935	0.210269453
936	0.2102692471
937	0.2102689784
938	0.2102611467
939	0.2102561957
940	0.2102536733
941	0.2102469318
942	0.2102386588
943	0.2102302394
944	0.2102234429
945	0.2102211548
946	0.2102185317
947	0.2102129805
948	0.2102082441
949	0.2101984272
950	0.2101891351
951	0.2101851991
952	0.2101799051
953	0.2101750121
954	0.2101736067
955	0.2101687832
956	0.2101681752
957	0.2101680472
958	0.210162452
959	0.2101566899
960	0.2101477029
961	0.2101430198
962	0.2101417066
963	0.2101380446
964	0.2101300329
965	0.2101238082
966	0.2101170716
967	0.210111979
968	0.2101102643
969	0.2101060485
970	0.2101019049
971	0.2100976917
972	0.2100941839
973	0.2100872055
974	0.210075972
975	0.2100729663
976	0.2100647673
977	0.2100600035
978	0.2100523609
979	0.2100522492
980	0.2100464345
981	0.2100462277
982	0.2100395292
983	0.2100346209
984	0.2100344217
985	0.2100340991
986	0.21002771
987	0.21001244
988	0.2100089799
989	0.210003801
990	0.2099969045
991	0.2099847374
992	0.2099759586
993	0.2099738164
994	0.20996891
995	0.2099687335
996	0.209968623
997	0.2099685046
998	0.2099682471
999	0.2099680359
1000	0.2099677132
1001	0.2099638638
1002	0.209961089
1003	0.2099519817
1004	0.2099517241
1005	0.2099450605
1006	0.2099342523
1007	0.2099340476
1008	0.2099336486
1009	0.2099333285
1010	0.2099331104
1011	0.2099328124
1012	0.20993271
1013	0.2099325165
1014	0.2099323943
1015	0.2099322599
1016	0.2099244703
1017	0.2099188748
1018	0.2099121513
1019	0.2099079736
1020	0.2098971158
1021	0.2098915406
1022	0.2098848048
1023	0.2098806368
1024	0.2098737282
1025	0.2098735555
1026	0.209867708
1027	0.2098521825
1028	0.2098471767
1029	0.2098429412
1030	0.2098411718
1031	0.2098347613
1032	0.2098299906
1033	0.2098272632
1034	0.2098175107
1035	0.2098114636
1036	0.2098112636
1037	0.2098064874
1038	0.2098034234
1039	0.2097948354
1040	0.2097887587
1041	0.2097841113
1042	0.2097752371
1043	0.2097675741
1044	0.209761464
1045	0.2097613563
1046	0.2097611603
1047	0.2097609662
1048	0.2097575262
1049	0.2097519451
1050	0.2097472698
1051	0.2097470849
1052	0.2097422827
1053	0.2097382287
1054	0.2097332854
1055	0.2097286084
1056	0.2097280404
1057	0.2097210706
1058	0.209714032
1059	0.2097068443
1060	0.2096992705
1061	0.2096970766
1062	0.2096968234
1063	0.2096852244
1064	0.2096849798
1065	0.2096826213
1066	0.2096753888
1067	0.209669498
1068	0.2096644008
1069	0.2096524571
1070	0.2096490551
1071	0.2096400886
1072	0.209635422
1073	0.2096302894
1074	0.2096244634
1075	0.2096197656
1076	0.2096161062
1077	0.2096111682
1078	0.2096047767
1079	0.2096024796
1080	0.2095984635
1081	0.2095956129
1082	0.2095843542
1083	0.2095799942
1084	0.2095739967
1085	0.2095671543
1086	0.2095639698
1087	0.2095608545
1088	0.2095548001
1089	0.2095439204
1090	0.2095353631
1091	0.209532978
1092	0.2095265345
1093	0.2095125953
1094	0.2095049684
1095	0.209499155
1096	0.2094924902
1097	0.2094914354
1098	0.2094853208
1099	0.209475378
1100	0.2094679285
1101	0.2094677428
1102	0.2094675948
1103	0.209462984
1104	0.2094553417
1105	0.2094517197
1106	0.2094461672
1107	0.2094380439
1108	0.2094324064
1109	0.2094290958
1110	0.2094259232
1111	0.2094211673
1112	0.2094166937
1113	0.2094135804
1114	0.2094056013
1115	0.2094007099
1116	0.2093981571
1117	0.2093952675
1118	0.2093914216
1119	0.2093896708
1120	0.2093845322
1121	0.2093810524
1122	0.2093707934
1123	0.2093663959
1124	0.2093622314
1125	0.209356794
1126	0.2093533363
1127	0.209344569
1128	0.2093444736
1129	0.2093443569
1130	0.2093441927
1131	0.209343693
1132	0.2093406384
1133	0.2093374657
1134	0.2093290331
1135	0.2093289048
1136	0.2093255887
1137	0.2093253962
1138	0.2093210769
1139	0.2093114086
1140	0.2093112555
1141	0.2093058085
1142	0.2093014278
1143	0.2092926631
1144	0.2092859995
1145	0.2092803995
1146	0.2092750308
1147	0.2092749018
1148	0.2092747061
1149	0.2092711907
1150	0.2092662549
1151	0.2092605381
1152	0.2092593436
1153	0.2092530827
1154	0.2092527884
1155	0.2092478994
1156	0.2092448033
1157	0.2092378235
1158	0.2092377247
1159	0.2092249363
1160	0.2092195922
1161	0.209219321
1162	0.209215498
1163	0.2092112969
1164	0.2092056807
1165	0.2091942791
1166	0.2091895416
1167	0.2091864491
1168	0.2091778466
1169	0.209176087
1170	0.2091745107
1171	0.209169051
1172	0.2091655147
1173	0.2091613739
1174	0.2091558983
1175	0.2091521825
1176	0.2091436995
1177	0.2091406238
1178	0.2091337529
1179	0.2091293291
1180	0.2091227446
1181	0.20911957
1182	0.2091146043
1183	0.2091094717
1184	0.2091002288
1185	0.2090898806
1186	0.2090858435
1187	0.2090780012
1188	0.2090705377
1189	0.209060728
1190	0.2090572814
1191	0.2090468905
1192	0.2090357435
1193	0.2090287268
1194	0.2090231352
1195	0.2090200439
1196	0.2090102932
1197	0.2090039551
1198	0.2089956999
1199	0.2089926934
1200	0.2089908046
1201	0.2089873705
1202	0.2089872098
1203	0.2089826437
1204	0.2089731679
1205	0.2089686599
1206	0.208961894
1207	0.2089520214
1208	0.2089488465
1209	0.208944413
1210	0.2089346928
1211	0.2089282721
1212	0.2089245187
1213	0.2089137106
1214	0.2088997254
1215	0.2088924974
1216	0.2088885939
1217	0.2088836893
1218	0.2088786816
1219	0.2088678042
1220	0.2088644651
1221	0.2088587578
1222	0.2088584763
1223	0.2088534097
1224	0.2088487709
1225	0.2088482881
1226	0.2088481349
1227	0.2088455387
1228	0.2088411403
1229	0.2088376653
1230	0.2088374745
1231	0.2088291607
1232	0.2088226085
1233	0.208813611
1234	0.2088134148
1235	0.2088099181
1236	0.2088096008
1237	0.2088063085
1238	0.2087944795
1239	0.2087920975
1240	0.2087882898
1241	0.2087880259
1242	0.2087878712
1243	0.2087830723
1244	0.2087765875
1245	0.2087763316
1246	0.2087725078
1247	0.2087657189
1248	0.2087604048
1249	0.2087511171
1250	0.2087450586
1251	0.2087324475
1252	0.2087323215
1253	0.2087279025
1254	0.2087244177
1255	0.2087162143
1256	0.2087063075
1257	0.2086978763
1258	0.2086868413
1259	0.2086826077
1260	0.2086757892
1261	0.2086719904
1262	0.2086577872
1263	0.2086549025
1264	0.2086509406
1265	0.2086459372
1266	0.2086458059
1267	0.2086415298
1268	0.2086322288
1269	0.2086301654
1270	0.2086254551
1271	0.2086081416
1272	0.2085936671
1273	0.2085896601
1274	0.2085824732
1275	0.208578703
1276	0.2085784568
1277	0.2085690555
1278	0.208564325
1279	0.208557126
1280	0.2085528702
1281	0.2085441972
1282	0.2085405293
1283	0.2085389023
1284	0.2085321597
1285	0.2085247562
1286	0.208521264
1287	0.2085182331
1288	0.2085124688
1289	0.2085060757
1290	0.2084974081
1291	0.2084895628
1292	0.2084884389
1293	0.2084839812
1294	0.2084739563
1295	0.2084688996
1296	0.2084649593
1297	0.2084610313
1298	0.2084539402
1299	0.2084452344
1300	0.2084411399
1301	0.2084357551
1302	0.2084301391
1303	0.2084147963
1304	0.20840587
1305	0.2084003378
1306	0.2084001944
1307	0.2083999555
1308	0.2083965079
1309	0.2083963592
1310	0.2083910314
1311	0.2083812797
1312	0.2083765975
1313	0.2083764677
1314	0.2083762148
1315	0.2083706949
1316	0.2083676277
1317	0.2083574383
1318	0.208356854
1319	0.2083516358
1320	0.2083480021
1321	0.2083451862
1322	0.2083381633
1323	0.2083365237
1324	0.2083321498
1325	0.2083320352
1326	0.2083238371
1327	0.2083209067
1328	0.208316958
1329	0.2083111563
1330	0.2083110593
1331	0.2083069506
1332	0.208300861
1333	0.208297687
1334	0.2082935603
1335	0.2082933763
1336	0.2082911918
1337	0.2082909354
1338	0.2082908218
1339	0.208290541
1340	0.2082903534
1341	0.2082902311
1342	0.2082901204
1343	0.2082877379
1344	0.2082875409
1345	0.2082856045
1346	0.2082852859
1347	0.2082795019
1348	0.2082778925
1349	0.2082751932
1350	0.2082750451
1351	0.2082724541
1352	0.2082696218
1353	0.208261537
1354	0.2082589238
1355	0.2082588077
1356	0.2082546109
1357	0.2082495037
1358	0.2082490386
1359	0.2082489245
1360	0.2082470005
1361	0.2082416202
1362	0.2082414891
1363	0.2082412729
1364	0.2082411223
1365	0.2082389475
1366	0.2082338018
1367	0.2082295529
1368	0.2082224325
1369	0.2082222062
1370	0.2082220613
1371	0.208219636
1372	0.2082170273
1373	0.2082101469
1374	0.2082062749
1375	0.2082004576
1376	0.2081973219
1377	0.2081921484
1378	0.2081867933
1379	0.2081825547
1380	0.2081820132
1381	0.2081818938
1382	0.2081738093
1383	0.2081676911
1384	0.20816755
1385	0.208167401
1386	0.2081644386
1387	0.2081634152
1388	0.2081632523
1389	0.2081608152
1390	0.2081549191
1391	0.2081420752
1392	0.2081377495
1393	0.2081321397
1394	0.2081270472
1395	0.2081248251
1396	0.2081246697
1397	0.2081244355
1398	0.2081168822
1399	0.2081088524
1400	0.2081021604
1401	0.2080974533
1402	0.2080932038
1403	0.2080879679
1404	0.2080837803
1405	0.2080836562
1406	0.2080754252
1407	0.2080705885
1408	0.2080658845
1409	0.208062554
1410	0.2080589168
1411	0.2080571542
1412	0.2080519416
1413	0.208048341
1414	0.2080449154
1415	0.208036987
1416	0.208032902
1417	0.2080287741
1418	0.2080246787
1419	0.2080195323
1420	0.2080152872
1421	0.2080107351
1422	0.208008644
1423	0.2080076047
1424	0.2080053484
1425	0.2080004573
1426	0.2079955472
1427	0.2079933853
1428	0.2079900388
1429	0.2079879242
1430	0.2079839554
1431	0.2079766203
1432	0.2079696544
1433	0.2079687926
1434	0.2079661241
1435	0.2079593467
1436	0.207947053
1437	0.2079433606
1438	0.207936368
1439	0.2079361427
1440	0.2079331838
1441	0.2079280466
1442	0.2079196749
1443	0.2079126341
1444	0.2079087645
1445	0.2079086182
1446	0.2079080467
1447	0.2079079554
1448	0.2079056809
1449	0.2079032319
1450	0.2078972405
1451	0.2078952238
1452	0.2078948515
1453	0.2078879774
1454	0.2078855583
1455	0.2078805427
1456	0.207874624
1457	0.2078711565
1458	0.2078647805
1459	0.2078590484
1460	0.2078544223
1461	0.2078542728
1462	0.2078506727
1463	0.2078505172
1464	0.2078420928
1465	0.2078419222
1466	0.2078397807
1467	0.2078347632
1468	0.2078299225
1469	0.2078263676
1470	0.2078169679
1471	0.2078132404
1472	0.2078073175
1473	0.2078069012
1474	0.2078001257
1475	0.2077999625
1476	0.2077839082
1477	0.2077777412
1478	0.2077732185
1479	0.2077640331
1480	0.2077581163
1481	0.2077513963
1482	0.2077462684
1483	0.2077367949
1484	0.2077307348
1485	0.2077305429
1486	0.2077255664
1487	0.2077203801
1488	0.2077172491
1489	0.2077140769
1490	0.2077107194
1491	0.2077067507
1492	0.2076992457
1493	0.2076930585
1494	0.2076929506
1495	0.2076911906
1496	0.2076878319
1497	0.2076772754
1498	0.2076762917
1499	0.2076629949
1500	0.2076588221
1501	0.2076554176
1502	0.2076550074
1503	0.2076509092
1504	0.2076456338
1505	0.2076427236
1506	0.2076354363
1507	0.2076327503
1508	0.2076301993
1509	0.207625607
1510	0.2076185219
1511	0.2076159412
1512	0.2076070117
1513	0.2076019026
1514	0.2075931157
1515	0.2075910995
1516	0.2075859493
1517	0.207582682
1518	0.2075741039
